,camis,std_dba,building,street,boro,cuisine,insp_type,ts,grade,score,lat,long,county,year,tt_a,tt_b,tt_c
39031,50098494,KOMOREBI FULL HOUSE,6201,11 Avenue,Brooklyn,Japanese,Cycle Inspection / Re-inspection,2022-12-27,A,12.0,40.630269302495,-74.004215131227,Kings,2022,A,,
39033,50098495,PARKWAY DINER,4425,Douglaston Pkwy,Queens,American,Cycle Inspection / Re-inspection,2023-01-20,B,22.0,40.766129880979,-73.74517316522,Queens,2023,,B,
39041,50098510,MANEROS PIZZA,113,Mulberry Street,Manhattan,Pizza,Cycle Inspection / Re-inspection,2023-03-07,C,30.0,40.717624610705,-73.99826844016,New York,2023,,,C
39046,50098516,CHU KEE PAN SEARED DUMPLING,4052,Main Street,Queens,Chinese,Cycle Inspection / Re-inspection,2022-01-25,B,23.0,40.758441749858,-73.82959983144,Queens,2022,,B,
39051,50098521,YI FANG TAIWAN FRUIT TEA,1028,Avenue Of The Americas,Manhattan,Coffee/Tea,Cycle Inspection / Re-inspection,2023-02-01,B,19.0,40.752592032413,-73.985725150248,New York,2023,,B,
1781,50098531,M NOODLE SHOP,549,Metropolitan Avenue,Brooklyn,Chinese,Pre-permit (Operational) / Re-inspection,2019-11-12,C,41.0,40.714067708456,-73.950519718294,Kings,2019,,,C
1787,50098533,ISLAND FUSION,13920,243Rd Street,Queens,Caribbean,Pre-permit (Operational) / Re-inspection,2020-01-21,A,9.0,40.665092413129,-73.735752589279,Queens,2020,A,,
1789,50098546,KUN MING,5121,8 Avenue,Brooklyn,Asian/Asian Fusion,Pre-permit (Operational) / Re-inspection,2019-11-18,B,20.0,40.640378326774,-74.004457188285,Kings,2019,,B,
1792,50098557,BLUE BOTTLE COFFEE,396,Broadway,Manhattan,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2019-11-15,A,10.0,40.718480960899,-74.002644270279,New York,2019,A,,
39068,50098567,MARINARA,379,Park Avenue South,Manhattan,Pizza,Cycle Inspection / Re-inspection,2023-02-28,C,58.0,40.742485684444,-73.984669955025,New York,2023,,,C
1794,50098583,RUAN NEW STAR,2212,Flatbush Avenue,Brooklyn,Chinese,Pre-permit (Operational) / Re-inspection,2019-11-21,A,4.0,40.615999563845,-73.929597193544,Kings,2019,A,,
39078,50098602,MY PIZZA,755,Targee Street,Staten Island,Pizza,Cycle Inspection / Re-inspection,2023-02-15,C,76.0,40.609103481533,-74.087981782462,Richmond,2023,,,C
39087,50098613,GALICIA TAPAS,575,West 207 Street,Manhattan,Spanish,Cycle Inspection / Re-inspection,2023-02-27,B,18.0,40.866568395946,-73.920480083171,New York,2023,,B,
1796,50098630,JUICE HEALTHY FOOD AND DRINKS,156,East 33 Street,Manhattan,"Juice, Smoothies, Fruit Salads",Pre-permit (Operational) / Re-inspection,2019-11-22,C,40.0,40.7454876763,-73.979663674365,New York,2019,,,C
39091,50098640,GOLDEN KRUST CARIBBEAN BAKERY GRILL,9058,Sutphin Boulevard,Queens,Caribbean,Cycle Inspection / Re-inspection,2022-10-06,A,7.0,40.701577010694,-73.807922491419,Queens,2022,A,,
1804,50098659,RIVER JAPANESE CUISINE,3718,Main Street,Queens,Japanese,Pre-permit (Operational) / Re-inspection,2019-12-17,A,7.0,40.761325854514,-73.831021904939,Queens,2019,A,,
1805,50098679,UNIQUE J KITCHEN BAKERY,4120,10 Avenue,Brooklyn,Bakery Products/Desserts,Pre-permit (Operational) / Re-inspection,2021-10-13,C,31.0,40.64319167655,-73.994378732394,Kings,2021,,,C
39093,50098700,D K,207,West 36 Street,Manhattan,American,Cycle Inspection / Re-inspection,2022-12-08,A,12.0,40.752510161867,-73.990233199575,New York,2022,A,,
39096,50098705,VITOS SLICES AND ICES,464,9 Avenue,Manhattan,Pizza,Cycle Inspection / Re-inspection,2022-11-30,A,5.0,40.754527886185,-73.995455737024,New York,2022,A,,
39097,50098711,PHO BEST III,8302,Broadway,Queens,Southeast Asian,Cycle Inspection / Re-inspection,2022-11-21,C,33.0,40.740958096575,-73.879856026611,Queens,2022,,,C
1812,50098721,JFK EXPRESS,14707,Guy R Brewer Boulevard,Queens,Soul Food,Pre-permit (Operational) / Re-inspection,2020-02-10,A,10.0,40.660896922255,-73.76804263497,Queens,2020,A,,
1813,50098738,THE BASAC,15809,Northern Boulevard,Queens,Korean,Pre-permit (Operational) / Re-inspection,2019-11-26,A,10.0,40.763434618146,-73.807144167345,Queens,2019,A,,
1814,50098741,CANARY CLUB,303,Broome Street,Manhattan,Creole/Cajun,Pre-permit (Operational) / Re-inspection,2020-02-21,A,7.0,40.718722268935,-73.992247534121,New York,2020,A,,
39106,50098755,GOLDEN BAY PARKWAY RESTAURANT,6712,Bay Parkway,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2022-11-22,C,73.0,40.612405054853,-73.982949512098,Kings,2022,,,C
1815,50098771,ANTOJITOS JUICE BAR,3748,Third Avenue,Bronx,Latin American,Pre-permit (Operational) / Re-inspection,2020-01-23,A,12.0,40.836156807707,-73.902725490616,Bronx,2020,A,,
39122,50098773,MCDONALDS,606,Neptune Avenue,Brooklyn,Hamburgers,Cycle Inspection / Re-inspection,2023-02-21,A,10.0,40.579919055499,-73.975081146998,Kings,2023,A,,
39124,50098784,GLUR,144,West 19 Street,Manhattan,Thai,Cycle Inspection / Re-inspection,2023-01-17,A,13.0,40.740985250791,-73.995918576079,New York,2023,A,,
1817,50098785,MENTO CARIBBEAN CUISINE,8959,164Th Street,Queens,Caribbean,Pre-permit (Operational) / Re-inspection,2019-11-21,A,12.0,40.707053065455,-73.79690214844,Queens,2019,A,,
39127,50098791,JERUSALEM CAFE,7,West 36 Street,Manhattan,Jewish/Kosher,Cycle Inspection / Re-inspection,2022-11-25,A,13.0,40.749926655374,-73.984094377698,New York,2022,A,,
39130,50098804,GYRO EXPRESS,3160,Coney Island Avenue,Brooklyn,Middle Eastern,Cycle Inspection / Re-inspection,2022-07-20,A,0.0,40.578835975614,-73.959713615942,Kings,2022,A,,
1819,50098806,SNOW SHOW FLUSHING,13333,41St Avenue,Queens,Frozen Desserts,Pre-permit (Operational) / Re-inspection,2020-01-30,A,13.0,40.757833425513,-73.830283609799,Queens,2020,A,,
1821,50098808,NOVO DELI,2828,College Point Boulevard,Queens,Sandwiches,Pre-permit (Operational) / Re-inspection,2019-11-14,A,13.0,40.772184294023,-73.844738998999,Queens,2019,A,,
1823,50098815,DAILY GOODS,75,9 Avenue,Manhattan,"Juice, Smoothies, Fruit Salads",Pre-permit (Operational) / Re-inspection,2019-12-02,A,0.0,40.741869040229,-74.004713006739,New York,2019,A,,
39141,50098816,R C FIT GRILL,10802,Roosevelt Avenue,Queens,"Juice, Smoothies, Fruit Salads",Cycle Inspection / Re-inspection,2022-06-08,A,7.0,40.750833891152,-73.858319943192,Queens,2022,A,,
1824,50098817,ANGEL INDIAN RESTAURANT,7414,37Th Road,Queens,Indian,Pre-permit (Operational) / Re-inspection,2020-02-29,A,9.0,40.747249503467,-73.891270825102,Queens,2020,A,,
1826,50098823,THE ORCHARD TOWNHOUSE,242,10 Avenue,Manhattan,American,Pre-permit (Operational) / Re-inspection,2021-09-14,A,10.0,40.748437295659,-74.003612700367,New York,2021,A,,
1828,50098832,FAR EAST SZECHUAN KITCHEN,7104,Kissena Boulevard,Queens,Chinese,Pre-permit (Operational) / Re-inspection,2020-02-01,B,20.0,40.729462120426,-73.815177007657,Queens,2020,,B,
39144,50098841,D SAVANNAH ROTI SHOP BAR AND LOUNGE INC,11915,Liberty Avenue,Queens,Caribbean,Cycle Inspection / Re-inspection,2022-03-02,B,24.0,40.686437391783,-73.823658409565,Queens,2022,,B,
39156,50098844,SONIC DRIVE IN,148,Page Avenue,Staten Island,American,Cycle Inspection / Re-inspection,2023-03-01,A,9.0,40.520582082991,-74.235050974191,Richmond,2023,A,,
1831,50098845,RUSTIC PIZZA PASTERIA,97,Lincoln Avenue,Staten Island,Italian,Pre-permit (Operational) / Re-inspection,2020-03-05,C,30.0,40.579795320991,-74.109452699513,Richmond,2020,,,C
39158,50098868,YI FANG TAIWAN FRUIT TEA,33,Saint Marks Place,Manhattan,Coffee/Tea,Cycle Inspection / Re-inspection,2023-03-07,B,20.0,40.728814428592,-73.988172895919,New York,2023,,B,
39163,50098871,NORIBAR SUSHI,326,Kingston Avenue,Brooklyn,Jewish/Kosher,Cycle Inspection / Re-inspection,2023-02-06,A,8.0,40.667778774786,-73.942357077088,Kings,2023,A,,
1837,50098877,NOW OR NEVER COFFEE,30,Grand Street,Manhattan,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2019-11-19,A,8.0,40.722809395044,-74.004657538202,New York,2019,A,,
39167,50098909,99 CENTS UTICA HOT PIZZA,1127,Eastern Parkway,Brooklyn,Pizza,Cycle Inspection / Re-inspection,2022-01-27,A,11.0,40.668774135352,-73.930655146279,Kings,2022,A,,
1839,50098919,ZIZI,182,8 Avenue,Manhattan,Mediterranean,Pre-permit (Operational) / Re-inspection,2020-02-28,A,13.0,40.743008213452,-74.000133525454,New York,2020,A,,
1842,50098945,DIOS PROVEEDOR BAKERY,1300,Saint Nicholas Avenue,Manhattan,Bakery Products/Desserts,Pre-permit (Operational) / Re-inspection,2022-03-09,B,24.0,40.845570157021,-73.936451938329,New York,2022,,B,
1847,50098950,GUANG HUI RESTAURANT,125,Dreiser Loop,Bronx,Chinese,Pre-permit (Operational) / Re-inspection,2020-01-13,A,13.0,40.877012781436,-73.828206335627,Bronx,2020,A,,
39170,50098967,LA BICYCLETTE BAKERY,667,Driggs Avenue,Brooklyn,French,Cycle Inspection / Re-inspection,2023-02-08,A,11.0,40.714444413232,-73.959198466714,Kings,2023,A,,
39172,50099005,MOMENTEA,213,West 40 Street,Manhattan,Asian/Asian Fusion,Cycle Inspection / Re-inspection,2022-11-29,A,12.0,40.755032441153,-73.988554434074,New York,2022,A,,
39175,50099006,LOVE KOREAN BARBECUE,319,5 Avenue,Manhattan,Barbecue,Cycle Inspection / Re-inspection,2022-04-13,A,12.0,40.747234220623,-73.985419535506,New York,2022,A,,
39177,50099007,RUBYS CAFE,55,3 Avenue,Manhattan,Australian,Cycle Inspection / Re-inspection,2022-11-21,A,7.0,40.730988349684,-73.988840014972,New York,2022,A,,
39179,50099011,APOLLO COFFEE SHOP,801,Freeman Street,Bronx,Latin American,Cycle Inspection / Re-inspection,2023-01-12,C,44.0,40.83025998321,-73.89826057125,Bronx,2023,,,C
1851,50099026,MI DELICIAS PUEBLA,8904,Roosevelt Avenue,Queens,Mexican,Pre-permit (Operational) / Re-inspection,2021-09-29,A,13.0,40.748289675024,-73.877554592501,Queens,2021,A,,
1855,50099037,TAQUERIA VACILON,17009,Jamaica Avenue,Queens,Mexican,Pre-permit (Operational) / Re-inspection,2020-01-21,C,38.0,40.707267354053,-73.789402823176,Queens,2020,,,C
39188,50099040,SAINT AMBROEUS CAFE AT SOTHEBYS,1334,York Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2022-12-01,A,5.0,40.766307545837,-73.954126922317,New York,2022,A,,
39189,50099050,WU LA BU HUAN,6102,7 Avenue,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2022-12-28,A,10.0,40.636150770905,-74.012466362774,Kings,2022,A,,
39191,50099056,ATOMIC WINGS BURGER HOLE,15923,Hillside Avenue,Queens,Chicken,Cycle Inspection / Re-inspection,2022-11-15,C,61.0,40.70779845255,-73.802504978857,Queens,2022,,,C
39198,50099096,FOO AN CHINESE FOOD,22318,S Conduit Avenue,Queens,Chinese,Cycle Inspection / Re-inspection,2022-09-01,A,9.0,40.665463388996,-73.754455382554,Queens,2022,A,,
39200,50099109,OCEANS,233,Park Avenue South,Manhattan,Seafood,Cycle Inspection / Re-inspection,2023-01-29,C,49.0,40.737633363828,-73.988232669045,New York,2023,,,C
39208,50099116,COFFEE BREAK,419,Bedford Avenue,Brooklyn,Jewish/Kosher,Cycle Inspection / Re-inspection,2022-06-03,A,10.0,40.709060816889,-73.964107228667,Kings,2022,A,,
1866,50099117,TACOMBI,242,Metropolitan Avenue,Brooklyn,Tex-Mex,Pre-permit (Operational) / Re-inspection,2021-12-01,A,13.0,40.715067668149,-73.959742782664,Kings,2021,A,,
1868,50099119,NEW 94TH EAST BROADWAY,94,East Broadway,Manhattan,Chinese,Pre-permit (Operational) / Re-inspection,2020-02-14,B,23.0,40.713770792532,-73.993640494134,New York,2020,,B,
39210,50099145,MAX BRENNER,42,West 42 Street,Manhattan,Coffee/Tea,Cycle Inspection / Re-inspection,2022-12-19,A,12.0,40.754068239421,-73.982321170752,New York,2022,A,,
1871,50099152,SECRET GARDEN,347,Lewis Avenue,Brooklyn,Vegetarian,Pre-permit (Operational) / Re-inspection,2022-09-02,B,17.0,40.683713862316,-73.935186181698,Kings,2022,,B,
1874,50099168,COFFEE TOWN,508,55 Street,Brooklyn,American,Pre-permit (Operational) / Re-inspection,2020-01-29,A,9.0,40.642016335071,-74.012780951086,Kings,2020,A,,
1876,50099173,THE JUICE BOX,209,Dyckman Street,Manhattan,"Juice, Smoothies, Fruit Salads",Pre-permit (Operational) / Re-inspection,2021-10-26,A,12.0,40.865126247353,-73.92699685502,New York,2021,A,,
1879,50099190,CHINA COCINA,10310,Roosevelt Avenue,Queens,Chinese,Pre-permit (Operational) / Re-inspection,2019-12-04,A,13.0,40.749875574468,-73.862508631148,Queens,2019,A,,
1882,50099192,NEW NEW GARDEN RESTAURANT,4317,Beach Channel Dr,Queens,Chinese,Pre-permit (Operational) / Re-inspection,2020-01-29,B,23.0,40.59570006866,-73.775025123251,Queens,2020,,B,
1886,50099194,FOREST HILLS COFFEE SHOP,9607,Metropolitan Avenue,Queens,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2021-08-18,A,13.0,40.711317702072,-73.856312154645,Queens,2021,A,,
39212,50099247,LAS DELICIAS RESTAURANT,21719,Jamaica Avenue,Queens,Spanish,Cycle Inspection / Re-inspection,2022-07-21,A,10.0,40.717850731464,-73.73729222136,Queens,2022,A,,
1891,50099264,MANGIA,7517,Amboy Road,Staten Island,Italian,Pre-permit (Operational) / Re-inspection,2020-03-03,B,24.0,40.509175348929,-74.246464423267,Richmond,2020,,B,
1895,50099292,BUN RAMEN,42,West 42 Street,Manhattan,Chinese,Pre-permit (Operational) / Re-inspection,2020-01-30,B,15.0,40.754068239421,-73.982321170752,New York,2020,,B,
1898,50099306,IRESTAURANT,5922,8Th Avenue,Brooklyn,Chinese/Japanese,Pre-permit (Operational) / Re-inspection,2020-01-23,A,12.0,40.63589581924,-74.00914796926,Kings,2020,A,,
1900,50099353,LA AURORA,23917,Braddock Avenue,Queens,Spanish,Pre-permit (Operational) / Re-inspection,2019-12-24,B,18.0,40.726550672466,-73.728606004603,Queens,2019,,B,
39218,50099381,HOMEMADE TAQUERIA,517,Meeker Avenue,Brooklyn,Mexican,Cycle Inspection / Re-inspection,2023-02-09,A,12.0,40.720498428355,-73.943959965166,Kings,2023,A,,
1909,50099415,SHIMIAODAO YUNAN RICE NOODLE,5914,Kissena Boulevard,Queens,Asian/Asian Fusion,Pre-permit (Operational) / Re-inspection,2020-01-30,A,12.0,40.740471200019,-73.815056134018,Queens,2020,A,,
39221,50099439,LIEBRE CAFE,4017,7 Avenue,Brooklyn,Coffee/Tea,Cycle Inspection / Re-inspection,2022-06-07,A,7.0,40.647885389569,-74.000227028762,Kings,2022,A,,
1914,50099444,POPEYES LOUSIANA KICTHEN,3278,48Th Street,Queens,Chicken,Pre-permit (Operational) / Re-inspection,2019-12-05,A,7.0,40.755510549707,-73.91298995739,Queens,2019,A,,
1916,50099462,N ROLL,339,East 75 Street,Manhattan,Japanese,Pre-permit (Operational) / Re-inspection,2021-12-28,A,12.0,40.770332069693,-73.955940111747,New York,2021,A,,
39224,50099475,BAREBURGER,184,8 Avenue,Manhattan,American,Cycle Inspection / Re-inspection,2022-12-01,A,7.0,40.743052129685,-74.000101046356,New York,2022,A,,
1918,50099497,CAFE 575,575,5Th Avenue,Manhattan,Coffee/Tea,Pre-permit (Operational) / Re-inspection,2020-03-13,A,12.0,40.756384108784,-73.978205696835,New York,2020,A,,
39231,50099503,NOODLE VILLAGE,13,Mott Street,Manhattan,Chinese,Cycle Inspection / Re-inspection,2023-02-15,A,13.0,40.714119547673,-73.998748292612,New York,2023,A,,
39233,50099512,GINOS PIZZA,1038,Beach 20 Street,Queens,Pizza,Cycle Inspection / Re-inspection,2022-12-22,A,13.0,40.603101588639,-73.753133492106,Queens,2022,A,,
39236,50099527,G S,4386,White Plains Road,Bronx,Caribbean,Cycle Inspection / Re-inspection,2023-02-09,C,47.0,40.898018912086,-73.854619255784,Bronx,2023,,,C
39244,50099539,BURGER VILLAGE 286 LIVINGSTON ST,33,Bond Street,Brooklyn,American,Cycle Inspection / Re-inspection,2022-11-29,A,12.0,40.68863593293,-73.983658324118,Kings,2022,A,,
1920,50099542,MIGHTY CATCH,940,Columbus Avenue,Manhattan,Seafood,Pre-permit (Operational) / Re-inspection,2022-01-11,A,12.0,40.799387691042,-73.962765289762,New York,2022,A,,
39247,50099544,PASTA EATER,9,East 17 Street,Manhattan,Italian,Cycle Inspection / Re-inspection,2022-11-21,A,2.0,40.737617183204,-73.991491150081,New York,2022,A,,
39248,50099547,STARBUCKS RESERVE,1,7 Avenue,Manhattan,Coffee/Tea,Cycle Inspection / Re-inspection,2022-07-26,A,13.0,40.736651337371,-74.001017583018,New York,2022,A,,
39251,50099561,SOPHRA TURKISH RESTAURANT,535,3 Avenue,Manhattan,Turkish,Cycle Inspection / Re-inspection,2022-03-30,B,18.0,40.746744345944,-73.977360747715,New York,2022,,B,
39256,50099568,BKLYN EATS,2592,Atlantic Avenue,Brooklyn,American,Cycle Inspection / Re-inspection,2022-09-02,A,12.0,40.67562040297,-73.89856227839,Kings,2022,A,,
39258,50099569,36 CAFE CORP,1257,36 Street,Brooklyn,Mexican,Cycle Inspection / Re-inspection,2022-12-01,A,10.0,40.642754461932,-73.985384800302,Kings,2022,A,,
39260,50099575,TV EYE,1647,Weirfield Street,Queens,Mexican,Cycle Inspection / Re-inspection,2022-12-06,A,7.0,40.69775716732,-73.905146100582,Queens,2022,A,,
39262,50099576,KOKU RAMEN,2,West 32 Street,Manhattan,Asian/Asian Fusion,Cycle Inspection / Re-inspection,2023-02-27,A,10.0,40.747308389619,-73.985903129221,New York,2023,A,,
39264,50099587,CRUST BKLYN PIZZERIA,734,Evergreen Avenue,Brooklyn,Pizza,Cycle Inspection / Re-inspection,2022-01-24,B,22.0,40.686764988485,-73.90933364128,Kings,2022,,B,
39267,50099605,TEMKINS,155,Greenpoint Avenue,Brooklyn,American,Cycle Inspection / Re-inspection,2023-02-24,A,10.0,40.730260373585,-73.953585360688,Kings,2023,A,,
39268,50099616,WING YUM,11021,Jamaica Avenue,Queens,Chinese,Cycle Inspection / Re-inspection,2022-12-27,B,16.0,40.696512243515,-73.837692530998,Queens,2022,,B,
39272,50099621,BRODO,1246,Lexington Avenue,Manhattan,Soups,Cycle Inspection / Re-inspection,2022-08-30,A,12.0,40.778080774605,-73.956624609468,New York,2022,A,,
39276,50099626,I MILKY,992,6 Avenue,Manhattan,Coffee/Tea,Cycle Inspection / Re-inspection,2022-08-01,A,13.0,40.751453057972,-73.986562742494,New York,2022,A,,
1928,50099630,JIKU WICKED WINGS KOREAN GRUB,1219,Church Avenue,Brooklyn,Chicken,Pre-permit (Operational) / Re-inspection,2022-10-31,A,5.0,40.647433573627,-73.968187359852,Kings,2022,A,,
1929,50099645,NEW YORK NOODLE KING,133-35,Roosevelt Avenue,Queens,Chinese,Pre-permit (Operational) / Re-inspection,2019-12-03,A,12.0,40.758501995257,-73.833241808988,Queens,2019,A,,
39278,50099659,NEW LIN CHINA GARDEN,679,Myrtle Avenue,Brooklyn,Chinese,Cycle Inspection / Re-inspection,2022-08-30,A,5.0,40.694777080349,-73.956350851447,Kings,2022,A,,
1933,50099682,AMITABHA VEGETARIAN RESTAURANT,6824,Fresh Meadow Ln,Queens,Asian/Asian Fusion,Pre-permit (Operational) / Re-inspection,2020-02-19,A,12.0,40.733286216878,-73.794570317502,Queens,2020,A,,
1935,50099700,CHECKERS,23,Saint James Place,Manhattan,Hamburgers,Pre-permit (Operational) / Re-inspection,2020-01-30,A,13.0,40.711610835508,-73.999852109326,New York,2020,A,,
39287,50099701,BOOK CLUB,197,East 3 Street,Manhattan,Coffee/Tea,Cycle Inspection / Re-inspection,2023-01-04,A,12.0,40.722920844715,-73.983545261413,New York,2023,A,,
39290,50099704,MASTERS PIZZERIA,5201,5 Avenue,Brooklyn,Pizza,Cycle Inspection / Re-inspection,2022-11-22,A,13.0,40.643888405293,-74.011563356969,Kings,2022,A,,
39293,50099713,HEALTHY GREEN GOURMET DELI,48,3 Avenue,Manhattan,Other,Cycle Inspection / Re-inspection,2022-12-02,C,31.0,40.730809954936,-73.988995194679,New York,2022,,,C
1938,50099714,BONA CAFE PIZZERIA,751,Westchester Avenue,Bronx,Pizza,Pre-permit (Operational) / Re-inspection,2019-12-06,A,11.0,40.817826972578,-73.90547649157,Bronx,2019,A,,
1942,50099719,NEW FRESH WOK,1777,1 Avenue,Manhattan,Chinese,Pre-permit (Operational) / Re-inspection,2020-02-13,A,11.0,40.78055785168,-73.946696791777,New York,2020,A,,
39299,50099727,CARAOTAS NYC,162,Irving Avenue,Brooklyn,Latin American,Cycle Inspection / Re-inspection,2022-09-01,A,0.0,40.702308485574,-73.920197097037,Kings,2022,A,,
1944,50099732,HYATT HERALD SQUARE,30,West 31 Street,Manhattan,American,Pre-permit (Operational) / Re-inspection,2021-10-13,A,13.0,40.747116426189,-73.987361213869,New York,2021,A,,
1947,50099759,SAGITARIOS SPORTS BAR,13862,Jamaica Avenue,Queens,Mexican,Pre-permit (Operational) / Re-inspection,2022-01-05,A,9.0,40.702519969136,-73.813823775306,Queens,2022,A,,
39307,50099760,PRETTY RICKYS,101,Rivington Street,Manhattan,American,Cycle Inspection / Re-inspection,2023-01-24,A,9.0,40.720025692256,-73.988235789858,New York,2023,A,,
1951,50099767,MERGUEZ AND FRITES,4006,25Th Avenue,Queens,Middle Eastern,Pre-permit (Operational) / Re-inspection,2020-02-20,A,10.0,40.767877322199,-73.911533288137,Queens,2020,A,,
1952,50099769,THE LITTLE SHOP,252,Front Street,Manhattan,American,Pre-permit (Operational) / Re-inspection,2020-01-30,A,10.0,40.708179870474,-74.000840408455,New York,2020,A,,
39309,50099781,NAPOLI PIZZA,1206,Victory Boulevard,Staten Island,Pizza,Cycle Inspection / Re-inspection,2022-11-22,A,4.0,40.616270590756,-74.103807296146,Richmond,2022,A,,
1954,50099783,BIEN CUIT,721,Franklin Avenue,Brooklyn,Bakery Products/Desserts,Pre-permit (Operational) / Re-inspection,2020-01-23,A,7.0,40.673867556004,-73.956800798793,Kings,2020,A,,
39311,50099792,LA COCINA PIZZA,1381,Ogden Avenue,Bronx,Spanish,Cycle Inspection / Re-inspection,2023-01-23,B,18.0,40.84205237211,-73.924445355612,Bronx,2023,,B,
1956,50099793,NEW PANDA BAKERY,4118,8 Avenue,Brooklyn,Bakery Products/Desserts,Pre-permit (Operational) / Re-inspection,2019-12-18,A,13.0,40.646002462104,-73.998634262489,Kings,2019,A,,
